,id,gene_short_name,num_cells_expressed,use_for_ordering
ENSMUSG00000073747,ENSMUSG00000073747,Gm7534,30,FALSE
ENSMUSG00000048003,ENSMUSG00000048003,Catsper4,131,FALSE
ENSMUSG00000028841,ENSMUSG00000028841,Cnksr1,3133,FALSE
ENSMUSG00000028840,ENSMUSG00000028840,Zfp593,22497,FALSE
ENSMUSG00000086322,ENSMUSG00000086322,E130218I03Rik,246,FALSE
ENSMUSG00000108398,ENSMUSG00000108398,RP23-354H24.9,119,FALSE
ENSMUSG00000050105,ENSMUSG00000050105,Grrp1,4137,FALSE
ENSMUSG00000050890,ENSMUSG00000050890,Pdik1l,5737,FALSE
ENSMUSG00000028834,ENSMUSG00000028834,Trim63,802,FALSE
ENSMUSG00000028836,ENSMUSG00000028836,Slc30a2,3848,FALSE
ENSMUSG00000028838,ENSMUSG00000028838,Extl1,1373,FALSE
ENSMUSG00000037366,ENSMUSG00000037366,Pafah2,6516,FALSE
ENSMUSG00000087343,ENSMUSG00000087343,1700021N21Rik,92,FALSE
ENSMUSG00000028832,ENSMUSG00000028832,Stmn1,28585,TRUE
ENSMUSG00000037348,ENSMUSG00000037348,Paqr7,3031,FALSE
ENSMUSG00000078521,ENSMUSG00000078521,Aunip,6132,FALSE
ENSMUSG00000046671,ENSMUSG00000046671,Mtfr1l,27783,FALSE
ENSMUSG00000050989,ENSMUSG00000050989,Sepn1,12279,FALSE
ENSMUSG00000037306,ENSMUSG00000037306,Man1c1,4911,FALSE
ENSMUSG00000037295,ENSMUSG00000037295,Ldlrap1,13047,FALSE
ENSMUSG00000028826,ENSMUSG00000028826,Tmem57,12079,FALSE
ENSMUSG00000028825,ENSMUSG00000028825,Rhd,583,FALSE
ENSMUSG00000028822,ENSMUSG00000028822,Tmem50a,28082,FALSE
ENSMUSG00000037266,ENSMUSG00000037266,Rsrp1,30138,FALSE
ENSMUSG00000028821,ENSMUSG00000028821,Syf2,21239,FALSE
ENSMUSG00000086884,ENSMUSG00000086884,Gm16225,6,FALSE
ENSMUSG00000070691,ENSMUSG00000070691,Runx3,612,FALSE
ENSMUSG00000084986,ENSMUSG00000084986,Gm16224,7,FALSE
ENSMUSG00000037242,ENSMUSG00000037242,Clic4,26266,TRUE
ENSMUSG00000085002,ENSMUSG00000085002,Gm12984,3,FALSE
ENSMUSG00000028809,ENSMUSG00000028809,Srrm1,33209,FALSE
ENSMUSG00000043924,ENSMUSG00000043924,Ncmap,1048,FALSE
ENSMUSG00000059713,ENSMUSG00000059713,Rcan3,8172,FALSE
ENSMUSG00000028803,ENSMUSG00000028803,Nipal3,3083,FALSE
ENSMUSG00000028801,ENSMUSG00000028801,Stpg1,550,FALSE
ENSMUSG00000037188,ENSMUSG00000037188,Grhl3,3495,FALSE
ENSMUSG00000086788,ENSMUSG00000086788,1700029M20Rik,73,FALSE
ENSMUSG00000062157,ENSMUSG00000062157,Ifnlr1,2180,FALSE
ENSMUSG00000037157,ENSMUSG00000037157,Il22ra1,3,FALSE
ENSMUSG00000037139,ENSMUSG00000037139,Myom3,522,FALSE
ENSMUSG00000028676,ENSMUSG00000028676,Srsf10,28466,FALSE
ENSMUSG00000028675,ENSMUSG00000028675,Pnrc2,22912,FALSE
ENSMUSG00000062585,ENSMUSG00000062585,Cnr2,26,FALSE
ENSMUSG00000028673,ENSMUSG00000028673,Fuca1,30457,FALSE
ENSMUSG00000028672,ENSMUSG00000028672,Hmgcl,14949,FALSE
ENSMUSG00000028671,ENSMUSG00000028671,Gale,13739,FALSE
ENSMUSG00000028670,ENSMUSG00000028670,Lypla2,19087,FALSE
ENSMUSG00000028669,ENSMUSG00000028669,Pithd1,18556,FALSE
ENSMUSG00000028668,ENSMUSG00000028668,Tceb3,12057,FALSE
ENSMUSG00000085714,ENSMUSG00000085714,Gm13008,53,FALSE
ENSMUSG00000097995,ENSMUSG00000097995,Gm24362,844,FALSE
ENSMUSG00000059291,ENSMUSG00000059291,Rpl11,36188,FALSE
ENSMUSG00000007872,ENSMUSG00000007872,Id3,17189,TRUE
ENSMUSG00000018983,ENSMUSG00000018983,E2f2,1256,FALSE
ENSMUSG00000036995,ENSMUSG00000036995,Asap3,885,FALSE
ENSMUSG00000001604,ENSMUSG00000001604,Tcea3,3689,FALSE
ENSMUSG00000051351,ENSMUSG00000051351,Zfp46,3443,FALSE
ENSMUSG00000066037,ENSMUSG00000066037,Hnrnpr,25473,FALSE
ENSMUSG00000098155,ENSMUSG00000098155,Gm27022,41,FALSE
ENSMUSG00000070687,ENSMUSG00000070687,Htr1d,273,FALSE
ENSMUSG00000066178,ENSMUSG00000066178,6030445D17Rik,176,FALSE
ENSMUSG00000001089,ENSMUSG00000001089,Luzp1,20130,FALSE
ENSMUSG00000036940,ENSMUSG00000036940,Kdm1a,16422,FALSE
ENSMUSG00000036921,ENSMUSG00000036921,4930549C01Rik,16,FALSE
ENSMUSG00000070683,ENSMUSG00000070683,Lactbl1,1,FALSE
ENSMUSG00000028664,ENSMUSG00000028664,Ephb2,8041,FALSE
ENSMUSG00000036905,ENSMUSG00000036905,C1qb,4,FALSE
ENSMUSG00000036896,ENSMUSG00000036896,C1qc,3,FALSE
ENSMUSG00000036887,ENSMUSG00000036887,C1qa,79,FALSE
ENSMUSG00000028661,ENSMUSG00000028661,Epha8,296,FALSE
ENSMUSG00000060862,ENSMUSG00000060862,Zbtb40,2644,FALSE
ENSMUSG00000085542,ENSMUSG00000085542,1700037C06Rik,19,FALSE
ENSMUSG00000087417,ENSMUSG00000087417,Gm13001,1,FALSE
ENSMUSG00000085833,ENSMUSG00000085833,Gm13003,45,FALSE
ENSMUSG00000036856,ENSMUSG00000036856,Wnt4,9167,FALSE
ENSMUSG00000006699,ENSMUSG00000006699,Cdc42,35309,FALSE
ENSMUSG00000101493,ENSMUSG00000101493,2810405F17Rik,785,FALSE
ENSMUSG00000078520,ENSMUSG00000078520,Cela3a,2,FALSE
ENSMUSG00000023433,ENSMUSG00000023433,Cela3b,4,FALSE
ENSMUSG00000086845,ENSMUSG00000086845,Gm13010,117,FALSE
ENSMUSG00000041399,ENSMUSG00000041399,1700013G24Rik,47,FALSE
ENSMUSG00000028763,ENSMUSG00000028763,Hspg2,21625,FALSE
ENSMUSG00000094035,ENSMUSG00000094035,Ldlrad2,0,FALSE
ENSMUSG00000043411,ENSMUSG00000043411,Usp48,23084,FALSE
ENSMUSG00000041351,ENSMUSG00000041351,Rap1gap,12744,FALSE
ENSMUSG00000087476,ENSMUSG00000087476,Rap1gapos,402,FALSE
ENSMUSG00000028766,ENSMUSG00000028766,Alpl,12550,FALSE
ENSMUSG00000057530,ENSMUSG00000057530,Ece1,6508,FALSE
ENSMUSG00000085823,ENSMUSG00000085823,Gm13012,633,FALSE
ENSMUSG00000028760,ENSMUSG00000028760,Eif4g3,18005,FALSE
ENSMUSG00000084804,ENSMUSG00000084804,1700095J12Rik,2,FALSE
ENSMUSG00000078519,ENSMUSG00000078519,2310026L22Rik,85,FALSE
ENSMUSG00000028759,ENSMUSG00000028759,Hp1bp3,16501,FALSE
ENSMUSG00000045349,ENSMUSG00000045349,Sh2d5,756,FALSE
ENSMUSG00000028758,ENSMUSG00000028758,Kif17,277,FALSE
ENSMUSG00000028757,ENSMUSG00000028757,Ddost,32470,FALSE
ENSMUSG00000028756,ENSMUSG00000028756,Pink1,12852,FALSE
ENSMUSG00000028755,ENSMUSG00000028755,Cda,2633,FALSE
ENSMUSG00000078235,ENSMUSG00000078235,Fam43b,505,FALSE
ENSMUSG00000046109,ENSMUSG00000046109,AB041806,44,FALSE
ENSMUSG00000041241,ENSMUSG00000041241,Mul1,16080,FALSE
ENSMUSG00000046447,ENSMUSG00000046447,Camk2n1,19456,FALSE
ENSMUSG00000028753,ENSMUSG00000028753,Vwa5b1,80,FALSE
ENSMUSG00000043621,ENSMUSG00000043621,Ubxn10,924,FALSE
ENSMUSG00000028750,ENSMUSG00000028750,Pla2g2c,378,FALSE
ENSMUSG00000028749,ENSMUSG00000028749,Pla2g2f,1807,FALSE
ENSMUSG00000041202,ENSMUSG00000041202,Pla2g2d,343,FALSE
ENSMUSG00000041193,ENSMUSG00000041193,Pla2g5,3068,FALSE
ENSMUSG00000078518,ENSMUSG00000078518,Gm13030,24,FALSE
ENSMUSG00000028751,ENSMUSG00000028751,Pla2g2e,933,FALSE
ENSMUSG00000041161,ENSMUSG00000041161,Otud3,7956,FALSE
ENSMUSG00000070661,ENSMUSG00000070661,Rnf186,953,FALSE
ENSMUSG00000041143,ENSMUSG00000041143,Tmco4,4214,FALSE
ENSMUSG00000028747,ENSMUSG00000028747,Htr6,347,FALSE
ENSMUSG00000041120,ENSMUSG00000041120,Nbl1,10608,FALSE
ENSMUSG00000050608,ENSMUSG00000050608,Minos1,35686,FALSE
ENSMUSG00000073739,ENSMUSG00000073739,Gm16287,1384,FALSE
ENSMUSG00000028745,ENSMUSG00000028745,Capzb,35118,FALSE
ENSMUSG00000028744,ENSMUSG00000028744,Pqlc2,9326,FALSE
ENSMUSG00000028743,ENSMUSG00000028743,Akr7a5,23447,FALSE
ENSMUSG00000028741,ENSMUSG00000028741,Mrto4,24231,FALSE
ENSMUSG00000078517,ENSMUSG00000078517,Emc1,15654,FALSE
ENSMUSG00000066036,ENSMUSG00000066036,Ubr4,24299,FALSE
ENSMUSG00000097731,ENSMUSG00000097731,2700016F22Rik,827,FALSE
ENSMUSG00000041025,ENSMUSG00000041025,Iffo2,7872,FALSE
ENSMUSG00000094439,ENSMUSG00000094439,Gm21969,0,FALSE
ENSMUSG00000028737,ENSMUSG00000028737,Aldh4a1,7476,FALSE
ENSMUSG00000028738,ENSMUSG00000028738,Tas1r2,17,FALSE
ENSMUSG00000028736,ENSMUSG00000028736,Pax7,19,FALSE
ENSMUSG00000087646,ENSMUSG00000087646,Gm1667,2,FALSE
ENSMUSG00000087628,ENSMUSG00000087628,Gm13028,0,FALSE
ENSMUSG00000085928,ENSMUSG00000085928,4933427I22Rik,7,FALSE
ENSMUSG00000078234,ENSMUSG00000078234,Klhdc7a,485,FALSE
ENSMUSG00000040972,ENSMUSG00000040972,Igsf21,1245,FALSE
ENSMUSG00000085968,ENSMUSG00000085968,Gm13027,0,FALSE
ENSMUSG00000086164,ENSMUSG00000086164,Gm13029,8,FALSE
ENSMUSG00000087084,ENSMUSG00000087084,Gm13016,257,FALSE
ENSMUSG00000086960,ENSMUSG00000086960,Gm13017,16,FALSE
ENSMUSG00000086437,ENSMUSG00000086437,Gm13021,6,FALSE
ENSMUSG00000085047,ENSMUSG00000085047,Gm13026,0,FALSE
ENSMUSG00000040964,ENSMUSG00000040964,Arhgef10l,2782,FALSE
ENSMUSG00000086159,ENSMUSG00000086159,Gm13025,35,FALSE
ENSMUSG00000040945,ENSMUSG00000040945,Rcc2,20093,FALSE
ENSMUSG00000040935,ENSMUSG00000040935,Padi6,331,FALSE
ENSMUSG00000025330,ENSMUSG00000025330,Padi4,861,FALSE
ENSMUSG00000025328,ENSMUSG00000025328,Padi3,792,FALSE
ENSMUSG00000025329,ENSMUSG00000025329,Padi1,395,FALSE
ENSMUSG00000087045,ENSMUSG00000087045,4930515B02Rik,3,FALSE
ENSMUSG00000028927,ENSMUSG00000028927,Padi2,603,FALSE
ENSMUSG00000087698,ENSMUSG00000087698,Gm13031,7,FALSE
ENSMUSG00000009863,ENSMUSG00000009863,Sdhb,31147,FALSE
ENSMUSG00000036622,ENSMUSG00000036622,Atp13a2,10656,FALSE
ENSMUSG00000060572,ENSMUSG00000060572,Mfap2,7643,FALSE
ENSMUSG00000040860,ENSMUSG00000040860,Crocc,2567,FALSE
ENSMUSG00000028923,ENSMUSG00000028923,Necap2,21053,FALSE
ENSMUSG00000045004,ENSMUSG00000045004,Spata21,149,FALSE
ENSMUSG00000040842,ENSMUSG00000040842,Szrd1,24196,FALSE
ENSMUSG00000097620,ENSMUSG00000097620,4921514A10Rik,102,FALSE
ENSMUSG00000028920,ENSMUSG00000028920,Fbxo42,9072,FALSE
ENSMUSG00000073733,ENSMUSG00000073733,Rsg1,125,FALSE
ENSMUSG00000028919,ENSMUSG00000028919,Arhgef19,2739,FALSE
ENSMUSG00000085774,ENSMUSG00000085774,Gm13055,3,FALSE
ENSMUSG00000085395,ENSMUSG00000085395,Gm13056,1956,FALSE
ENSMUSG00000006445,ENSMUSG00000006445,Epha2,6447,FALSE
ENSMUSG00000085836,ENSMUSG00000085836,Gm13074,62,FALSE
ENSMUSG00000006218,ENSMUSG00000006218,Fam131c,1237,FALSE
ENSMUSG00000033770,ENSMUSG00000033770,Clcnka,2336,FALSE
ENSMUSG00000086061,ENSMUSG00000086061,Gm13075,2316,FALSE
ENSMUSG00000006216,ENSMUSG00000006216,Clcnkb,2046,FALSE
ENSMUSG00000006221,ENSMUSG00000006221,Hspb7,347,FALSE
ENSMUSG00000070637,ENSMUSG00000070637,Gm694,2179,FALSE
ENSMUSG00000006215,ENSMUSG00000006215,Zbtb17,10050,FALSE
ENSMUSG00000040761,ENSMUSG00000040761,Spen,12857,FALSE
ENSMUSG00000006219,ENSMUSG00000006219,Fblim1,13657,FALSE
ENSMUSG00000043085,ENSMUSG00000043085,Tmem82,3663,FALSE
ENSMUSG00000073731,ENSMUSG00000073731,AI507597,9,FALSE
ENSMUSG00000040740,ENSMUSG00000040740,Slc25a34,264,FALSE
ENSMUSG00000028917,ENSMUSG00000028917,Plekhm2,8426,FALSE
ENSMUSG00000078515,ENSMUSG00000078515,Ddi2,14028,FALSE
ENSMUSG00000040715,ENSMUSG00000040715,Rsc1a1,0,FALSE
ENSMUSG00000040706,ENSMUSG00000040706,Agmat,45,FALSE
ENSMUSG00000040697,ENSMUSG00000040697,Dnajc16,5483,FALSE
ENSMUSG00000028914,ENSMUSG00000028914,Casp9,6671,FALSE
ENSMUSG00000062478,ENSMUSG00000062478,Ctrc,4,FALSE
ENSMUSG00000058579,ENSMUSG00000058579,Cela2a,1090,FALSE
ENSMUSG00000086818,ENSMUSG00000086818,Ctrcos,1,FALSE
ENSMUSG00000040659,ENSMUSG00000040659,Efhd2,24637,FALSE
ENSMUSG00000100396,ENSMUSG00000100396,Gm29367,162,FALSE
ENSMUSG00000085922,ENSMUSG00000085922,Fhad1os2,12,FALSE
ENSMUSG00000051435,ENSMUSG00000051435,Fhad1,1417,FALSE
ENSMUSG00000085424,ENSMUSG00000085424,Fhad1os1,0,FALSE
ENSMUSG00000085761,ENSMUSG00000085761,4930455G09Rik,7376,FALSE
ENSMUSG00000040616,ENSMUSG00000040616,Tmem51,20886,TRUE
ENSMUSG00000073728,ENSMUSG00000073728,Tmem51os1,1400,FALSE
ENSMUSG00000040606,ENSMUSG00000040606,Kazn,11476,FALSE
ENSMUSG00000087525,ENSMUSG00000087525,Gm13062,3,FALSE
ENSMUSG00000085816,ENSMUSG00000085816,Gm13052,12,FALSE
ENSMUSG00000057637,ENSMUSG00000057637,Prdm2,10798,FALSE
ENSMUSG00000028583,ENSMUSG00000028583,Pdpn,30900,FALSE
ENSMUSG00000028584,ENSMUSG00000028584,Lrrc38,3676,FALSE
ENSMUSG00000041805,ENSMUSG00000041805,Pramel1,27,FALSE
ENSMUSG00000046862,ENSMUSG00000046862,Pramef8,7139,FALSE
ENSMUSG00000047799,ENSMUSG00000047799,Oog4,20,FALSE
ENSMUSG00000095409,ENSMUSG00000095409,Gm13043,31,FALSE
ENSMUSG00000070616,ENSMUSG00000070616,Gm13040,259,FALSE
ENSMUSG00000070618,ENSMUSG00000070618,BC080695,892,TRUE
ENSMUSG00000096154,ENSMUSG00000096154,Gm13057,0,FALSE
ENSMUSG00000066688,ENSMUSG00000066688,Gm13083,201,TRUE
ENSMUSG00000078513,ENSMUSG00000078513,Gm13088,5,FALSE
ENSMUSG00000070617,ENSMUSG00000070617,Gm13089,8,FALSE
ENSMUSG00000046435,ENSMUSG00000046435,Gm13078,276,FALSE
ENSMUSG00000066031,ENSMUSG00000066031,Gm13023,10,FALSE
ENSMUSG00000059218,ENSMUSG00000059218,Gm13084,1,FALSE
ENSMUSG00000029451,ENSMUSG00000029451,Gm13103,2,FALSE
ENSMUSG00000078512,ENSMUSG00000078512,Pramef6,82,FALSE
ENSMUSG00000078511,ENSMUSG00000078511,Pramef25,242,FALSE
ENSMUSG00000078510,ENSMUSG00000078510,Gm13101,108,FALSE
ENSMUSG00000078509,ENSMUSG00000078509,Pramef17,317,FALSE
ENSMUSG00000073724,ENSMUSG00000073724,Pramel4,165,FALSE
ENSMUSG00000073723,ENSMUSG00000073723,Gm13102,38,FALSE
ENSMUSG00000050810,ENSMUSG00000050810,Oog3,11,FALSE
ENSMUSG00000066030,ENSMUSG00000066030,Oog2,1,FALSE
ENSMUSG00000046262,ENSMUSG00000046262,C87977,3,FALSE
ENSMUSG00000036749,ENSMUSG00000036749,Pramel5,279,FALSE
ENSMUSG00000078508,ENSMUSG00000078508,Gm13128,280,FALSE
ENSMUSG00000070619,ENSMUSG00000070619,Gm13119,722,TRUE
ENSMUSG00000073721,ENSMUSG00000073721,Gm13125,12,FALSE
ENSMUSG00000028591,ENSMUSG00000028591,Pramef12,4335,TRUE
ENSMUSG00000028590,ENSMUSG00000028590,Pramef12os,128,FALSE
ENSMUSG00000028589,ENSMUSG00000028589,1700012P22Rik,78,FALSE
ENSMUSG00000095213,ENSMUSG00000095213,Gm9944,0,FALSE
ENSMUSG00000078507,ENSMUSG00000078507,Aadacl3,7,FALSE
ENSMUSG00000028593,ENSMUSG00000028593,9430007A20Rik,0,FALSE
ENSMUSG00000078506,ENSMUSG00000078506,Gm13124,0,FALSE
ENSMUSG00000070609,ENSMUSG00000070609,Gm13177,0,FALSE
ENSMUSG00000078505,ENSMUSG00000078505,Gm436,31,FALSE
ENSMUSG00000041735,ENSMUSG00000041735,Gm13178,64,FALSE
ENSMUSG00000078504,ENSMUSG00000078504,Gm438,1,FALSE
ENSMUSG00000066026,ENSMUSG00000066026,Dhrs3,16260,FALSE
ENSMUSG00000020220,ENSMUSG00000020220,Vps13d,8462,FALSE
ENSMUSG00000028599,ENSMUSG00000028599,Tnfrsf1b,1438,FALSE
ENSMUSG00000028602,ENSMUSG00000028602,Tnfrsf8,529,FALSE
ENSMUSG00000078503,ENSMUSG00000078503,Gm13225,4673,FALSE
ENSMUSG00000078502,ENSMUSG00000078502,Gm13212,8541,FALSE
ENSMUSG00000097661,ENSMUSG00000097661,Gm26763,14,FALSE
ENSMUSG00000058186,ENSMUSG00000058186,Gm13242,2803,FALSE
ENSMUSG00000087513,ENSMUSG00000087513,Gm13236,5,FALSE
ENSMUSG00000078500,ENSMUSG00000078500,Gm13235,145,FALSE
ENSMUSG00000066009,ENSMUSG00000066009,Gm13051,2661,FALSE
ENSMUSG00000096958,ENSMUSG00000096958,Gm26573,26,FALSE
ENSMUSG00000066007,ENSMUSG00000066007,Zfp600,4636,FALSE
ENSMUSG00000086654,ENSMUSG00000086654,Gm13165,36,FALSE
ENSMUSG00000085525,ENSMUSG00000085525,Gm13166,1304,FALSE
ENSMUSG00000070605,ENSMUSG00000070605,Gm13251,16569,TRUE
ENSMUSG00000056300,ENSMUSG00000056300,Gm13247,2314,FALSE
ENSMUSG00000096979,ENSMUSG00000096979,Gm26880,47,FALSE
ENSMUSG00000086046,ENSMUSG00000086046,1700095A21Rik,4,FALSE
ENSMUSG00000063245,ENSMUSG00000063245,Gm13248,1578,FALSE
ENSMUSG00000045699,ENSMUSG00000045699,Gm21411,2498,FALSE
ENSMUSG00000086147,ENSMUSG00000086147,Gm13150,510,FALSE
ENSMUSG00000097168,ENSMUSG00000097168,C230088H06Rik,144,FALSE
ENSMUSG00000067919,ENSMUSG00000067919,Rex2,1940,FALSE
ENSMUSG00000093617,ENSMUSG00000093617,4933438K21Rik,299,FALSE
ENSMUSG00000067916,ENSMUSG00000067916,Gm13139,5564,FALSE
ENSMUSG00000097122,ENSMUSG00000097122,Gm26624,4027,FALSE
ENSMUSG00000078498,ENSMUSG00000078498,Gm13151,2710,FALSE
ENSMUSG00000078497,ENSMUSG00000078497,Gm13145,2178,FALSE
ENSMUSG00000078496,ENSMUSG00000078496,Gm13152,6508,FALSE
ENSMUSG00000078160,ENSMUSG00000078160,Gm16503,882,FALSE
ENSMUSG00000065999,ENSMUSG00000065999,Gm13154,9299,FALSE
ENSMUSG00000066000,ENSMUSG00000066000,2610305D13Rik,5833,FALSE
ENSMUSG00000086130,ENSMUSG00000086130,Gm16211,68,FALSE
ENSMUSG00000062518,ENSMUSG00000062518,Zfp534,2171,FALSE
ENSMUSG00000078495,ENSMUSG00000078495,Gm13157,8533,FALSE
ENSMUSG00000093594,ENSMUSG00000093594,Gm20707,2060,FALSE
ENSMUSG00000059423,ENSMUSG00000059423,Zfp933,2656,FALSE
ENSMUSG00000029022,ENSMUSG00000029022,Miip,11332,FALSE
ENSMUSG00000070583,ENSMUSG00000070583,Fv1,200,FALSE
ENSMUSG00000029020,ENSMUSG00000029020,Mfn2,8402,FALSE
ENSMUSG00000019055,ENSMUSG00000019055,Plod1,16754,FALSE
ENSMUSG00000044496,ENSMUSG00000044496,2510039O18Rik,19260,FALSE
ENSMUSG00000029019,ENSMUSG00000029019,Nppb,1328,FALSE
ENSMUSG00000041616,ENSMUSG00000041616,Nppa,37,FALSE
ENSMUSG00000086806,ENSMUSG00000086806,Gm13054,193,FALSE
ENSMUSG00000029016,ENSMUSG00000029016,Clcn6,6457,FALSE
ENSMUSG00000029009,ENSMUSG00000029009,Mthfr,6704,FALSE
ENSMUSG00000078494,ENSMUSG00000078494,Gm13201,1,FALSE
ENSMUSG00000029007,ENSMUSG00000029007,Agtrap,27399,FALSE
ENSMUSG00000029005,ENSMUSG00000029005,Draxin,4787,FALSE
ENSMUSG00000029003,ENSMUSG00000029003,Mad2l2,26382,FALSE
ENSMUSG00000055401,ENSMUSG00000055401,Fbxo6,22787,FALSE
ENSMUSG00000029001,ENSMUSG00000029001,Fbxo44,6222,FALSE
ENSMUSG00000041556,ENSMUSG00000041556,Fbxo2,12601,FALSE
ENSMUSG00000041544,ENSMUSG00000041544,Ptchd2,94,FALSE
ENSMUSG00000087027,ENSMUSG00000087027,Gm13206,5,FALSE
ENSMUSG00000086326,ENSMUSG00000086326,Gm13200,0,FALSE
ENSMUSG00000047719,ENSMUSG00000047719,Ubiad1,6994,FALSE
ENSMUSG00000028991,ENSMUSG00000028991,Mtor,13265,FALSE
ENSMUSG00000028989,ENSMUSG00000028989,Angptl7,926,FALSE
ENSMUSG00000017264,ENSMUSG00000017264,Exosc10,14497,FALSE
ENSMUSG00000087217,ENSMUSG00000087217,Gm13209,2,FALSE
ENSMUSG00000006442,ENSMUSG00000006442,Srm,26116,FALSE
ENSMUSG00000028979,ENSMUSG00000028979,Masp2,1132,FALSE
ENSMUSG00000041459,ENSMUSG00000041459,Tardbp,27427,FALSE
ENSMUSG00000070577,ENSMUSG00000070577,Gm572,5,FALSE
ENSMUSG00000087273,ENSMUSG00000087273,Gm13203,384,FALSE
ENSMUSG00000028977,ENSMUSG00000028977,Casz1,6784,FALSE
ENSMUSG00000086766,ENSMUSG00000086766,Gm15969,78,FALSE
ENSMUSG00000086606,ENSMUSG00000086606,Gm13205,1991,FALSE
ENSMUSG00000086740,ENSMUSG00000086740,Gm17029,55,FALSE
ENSMUSG00000028975,ENSMUSG00000028975,Pex14,14927,FALSE
ENSMUSG00000028974,ENSMUSG00000028974,Dffa,7474,FALSE
ENSMUSG00000028971,ENSMUSG00000028971,Cort,342,FALSE
ENSMUSG00000073705,ENSMUSG00000073705,Apitd1,12436,FALSE
ENSMUSG00000028961,ENSMUSG00000028961,Pgd,29188,TRUE
ENSMUSG00000063077,ENSMUSG00000063077,Kif1b,20133,FALSE
ENSMUSG00000028960,ENSMUSG00000028960,Ube4b,20868,FALSE
ENSMUSG00000085286,ENSMUSG00000085286,Ube4bos3,4,FALSE
ENSMUSG00000085807,ENSMUSG00000085807,Ube4bos2,0,FALSE
ENSMUSG00000085819,ENSMUSG00000085819,Ube4bos1,21,FALSE
ENSMUSG00000028996,ENSMUSG00000028996,Rbp7,487,FALSE
ENSMUSG00000028992,ENSMUSG00000028992,Nmnat1,4327,FALSE
ENSMUSG00000087198,ENSMUSG00000087198,Gm13097,27,FALSE
ENSMUSG00000028990,ENSMUSG00000028990,Lzic,17100,FALSE
ENSMUSG00000028988,ENSMUSG00000028988,Ctnnbip1,24367,TRUE
ENSMUSG00000086949,ENSMUSG00000086949,Gm13066,56,FALSE
ENSMUSG00000039953,ENSMUSG00000039953,Clstn1,19345,FALSE
ENSMUSG00000039936,ENSMUSG00000039936,Pik3cd,1827,FALSE
ENSMUSG00000044700,ENSMUSG00000044700,Tmem201,8296,FALSE
ENSMUSG00000028982,ENSMUSG00000028982,Slc25a33,7605,FALSE
ENSMUSG00000085403,ENSMUSG00000085403,Gm13068,31,FALSE
ENSMUSG00000085368,ENSMUSG00000085368,Gm16188,7,FALSE
ENSMUSG00000084807,ENSMUSG00000084807,Gm13073,243,FALSE
ENSMUSG00000039911,ENSMUSG00000039911,Spsb1,3709,FALSE
ENSMUSG00000086767,ENSMUSG00000086767,Gm13070,5,FALSE
ENSMUSG00000028980,ENSMUSG00000028980,H6pd,4607,FALSE
ENSMUSG00000086665,ENSMUSG00000086665,Gm13067,231,FALSE
ENSMUSG00000047875,ENSMUSG00000047875,Gpr157,1729,FALSE
ENSMUSG00000087094,ENSMUSG00000087094,Gm13093,3,FALSE
ENSMUSG00000028976,ENSMUSG00000028976,Slc2a5,1123,FALSE
ENSMUSG00000062064,ENSMUSG00000062064,Slc2a7,180,FALSE
ENSMUSG00000028972,ENSMUSG00000028972,Car6,538,FALSE
ENSMUSG00000063524,ENSMUSG00000063524,Eno1,30903,TRUE
ENSMUSG00000039852,ENSMUSG00000039852,Rere,22027,FALSE
ENSMUSG00000085213,ENSMUSG00000085213,Gm13091,83,FALSE
ENSMUSG00000039838,ENSMUSG00000039838,Slc45a1,76,FALSE
ENSMUSG00000085869,ENSMUSG00000085869,Gm16079,24,FALSE
ENSMUSG00000085097,ENSMUSG00000085097,Gm13049,6,FALSE
ENSMUSG00000078492,ENSMUSG00000078492,1700045H11Rik,5,FALSE
ENSMUSG00000028967,ENSMUSG00000028967,Errfi1,11363,FALSE
ENSMUSG00000028964,ENSMUSG00000028964,Park7,34514,FALSE
ENSMUSG00000028965,ENSMUSG00000028965,Tnfrsf9,2203,TRUE
ENSMUSG00000014592,ENSMUSG00000014592,Camta1,21771,FALSE
ENSMUSG00000028963,ENSMUSG00000028963,Uts2,5,FALSE
ENSMUSG00000028957,ENSMUSG00000028957,Per3,4479,FALSE
ENSMUSG00000028955,ENSMUSG00000028955,Vamp3,26778,FALSE
ENSMUSG00000078491,ENSMUSG00000078491,Gm13090,4,FALSE
ENSMUSG00000085593,ENSMUSG00000085593,4930589P08Rik,0,FALSE
ENSMUSG00000039768,ENSMUSG00000039768,Dnajc11,20071,FALSE
ENSMUSG00000039759,ENSMUSG00000039759,Thap3,12661,FALSE
ENSMUSG00000047777,ENSMUSG00000047777,Phf13,12333,FALSE
ENSMUSG00000073700,ENSMUSG00000073700,Klhl21,8450,FALSE
ENSMUSG00000028952,ENSMUSG00000028952,Zbtb48,4203,FALSE
ENSMUSG00000028950,ENSMUSG00000028950,Tas1r1,208,FALSE
ENSMUSG00000028948,ENSMUSG00000028948,Nol9,9454,FALSE
ENSMUSG00000039713,ENSMUSG00000039713,Plekhg5,5239,FALSE
ENSMUSG00000024793,ENSMUSG00000024793,Tnfrsf25,146,FALSE
ENSMUSG00000028943,ENSMUSG00000028943,Espn,7504,FALSE
ENSMUSG00000028940,ENSMUSG00000028940,Hes2,39,FALSE
ENSMUSG00000028937,ENSMUSG00000028937,Acot7,16385,FALSE
